file_name,region_count,region_id,x,y,width,height,labels,file_path
page_19_image_13.jpg,1,0,114,28,295,250,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_13.jpg
page_19_image_14.jpg,1,0,221,27,151,323,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_14.jpg
page_19_image_16.jpg,1,0,166,20,250,307,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_16.jpg
page_19_image_17.jpg,1,0,159,57,341,285,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_17.jpg
page_19_image_19.jpg,1,0,178,40,241,339,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_19.jpg
page_19_image_22.jpg,1,0,60,82,374,260,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_22.jpg
page_19_image_26.jpg,1,0,184,1,285,361,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_26.jpg
page_19_image_27.jpg,1,0,134,9,327,348,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_27.jpg
page_19_image_31.jpg,1,0,3,93,229,244,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_31.jpg
page_19_image_34.jpg,1,0,126,1,325,221,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_19_image_34.jpg
page_20_image_16.jpg,1,0,20,12,426,246,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_16.jpg
page_20_image_19.jpg,1,0,105,46,233,305,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_19.jpg
page_20_image_23.jpg,1,0,72,82,330,290,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_23.jpg
page_20_image_24.jpg,1,0,92,-1,371,375,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_24.jpg
page_20_image_27.jpg,1,0,200,89,227,203,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_27.jpg
page_20_image_28.jpg,1,0,47,2,519,370,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_28.jpg
page_20_image_29.jpg,1,0,94,1,324,335,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_29.jpg
page_20_image_30.jpg,1,0,153,53,374,292,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_30.jpg
page_20_image_32.jpg,1,0,123,50,246,183,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_32.jpg
page_20_image_33.jpg,1,0,100,38,252,270,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_33.jpg
page_20_image_35.jpg,1,0,214,45,220,250,cat,C:\Users\gdnjr5233_YOLO\Desktop\cats-dogs\🐱🐶_labeled_2\page_20_image_35.jpg
