filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
page_18_image_12.jpg,47231,"{}",1,0,"{""name"":""rect"",""x"":147,""y"":21,""width"":314,""height"":360}","{""labels"":""cat""}"
page_18_image_23.jpg,70464,"{}",1,0,"{""name"":""rect"",""x"":93,""y"":63,""width"":287,""height"":315}","{""labels"":""cat""}"
page_18_image_31.jpg,69492,"{}",1,0,"{""name"":""rect"",""x"":39,""y"":36,""width"":402,""height"":274}","{""labels"":""cat""}"
page_18_image_34.jpg,65437,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":19,""width"":263,""height"":290}","{""labels"":""cat""}"
page_19_image_6.jpg,64199,"{}",1,0,"{""name"":""rect"",""x"":93,""y"":7,""width"":320,""height"":341}","{""labels"":""cat""}"
page_19_image_7.jpg,68435,"{}",1,0,"{""name"":""rect"",""x"":109,""y"":46,""width"":407,""height"":329}","{""labels"":""cat""}"
page_19_image_8.jpg,75331,"{}",1,0,"{""name"":""rect"",""x"":77,""y"":23,""width"":345,""height"":357}","{""labels"":""cat""}"
page_19_image_9.jpg,57563,"{}",1,0,"{""name"":""rect"",""x"":110,""y"":43,""width"":290,""height"":254}","{""labels"":""cat""}"
page_19_image_10.jpg,36354,"{}",1,0,"{""name"":""rect"",""x"":2,""y"":2,""width"":249,""height"":369}","{""labels"":""cat""}"
page_19_image_11.jpg,47747,"{}",1,0,"{""name"":""rect"",""x"":127,""y"":86,""width"":321,""height"":263}","{""labels"":""cat""}"
page_19_image_12.jpg,45964,"{}",1,0,"{""name"":""rect"",""x"":243,""y"":57,""width"":193,""height"":293}","{""labels"":""cat""}"
page_19_image_13.jpg,58161,"{}",1,0,"{""name"":""rect"",""x"":114,""y"":28,""width"":295,""height"":250}","{""labels"":""cat""}"
page_19_image_14.jpg,58865,"{}",1,0,"{""name"":""rect"",""x"":221,""y"":27,""width"":151,""height"":323}","{""labels"":""cat""}"
page_19_image_16.jpg,65273,"{}",1,0,"{""name"":""rect"",""x"":166,""y"":20,""width"":250,""height"":307}","{""labels"":""cat""}"
page_19_image_17.jpg,91526,"{}",1,0,"{""name"":""rect"",""x"":159,""y"":57,""width"":341,""height"":285}","{""labels"":""cat""}"
page_19_image_19.jpg,46461,"{}",1,0,"{""name"":""rect"",""x"":178,""y"":40,""width"":241,""height"":339}","{""labels"":""cat""}"
page_19_image_22.jpg,65614,"{}",1,0,"{""name"":""rect"",""x"":60,""y"":82,""width"":374,""height"":260}","{""labels"":""cat""}"
page_19_image_26.jpg,51631,"{}",1,0,"{""name"":""rect"",""x"":184,""y"":1,""width"":285,""height"":361}","{""labels"":""cat""}"
page_19_image_27.jpg,65269,"{}",1,0,"{""name"":""rect"",""x"":134,""y"":9,""width"":327,""height"":348}","{""labels"":""cat""}"
page_19_image_31.jpg,79899,"{}",1,0,"{""name"":""rect"",""x"":3,""y"":93,""width"":229,""height"":244}","{""labels"":""cat""}"
page_19_image_34.jpg,67633,"{}",1,0,"{""name"":""rect"",""x"":126,""y"":1,""width"":325,""height"":221}","{""labels"":""cat""}"
page_20_image_16.jpg,56937,"{}",1,0,"{""name"":""rect"",""x"":20,""y"":12,""width"":426,""height"":246}","{""labels"":""cat""}"
page_20_image_19.jpg,57672,"{}",1,0,"{""name"":""rect"",""x"":105,""y"":46,""width"":233,""height"":305}","{""labels"":""cat""}"
page_20_image_23.jpg,57201,"{}",1,0,"{""name"":""rect"",""x"":72,""y"":82,""width"":330,""height"":290}","{""labels"":""cat""}"
page_20_image_24.jpg,61343,"{}",1,0,"{""name"":""rect"",""x"":92,""y"":-1,""width"":371,""height"":375}","{""labels"":""cat""}"
page_20_image_27.jpg,57728,"{}",1,0,"{""name"":""rect"",""x"":200,""y"":89,""width"":227,""height"":203}","{""labels"":""cat""}"
page_20_image_28.jpg,76524,"{}",1,0,"{""name"":""rect"",""x"":47,""y"":2,""width"":519,""height"":370}","{""labels"":""cat""}"
page_20_image_29.jpg,32362,"{}",1,0,"{""name"":""rect"",""x"":94,""y"":1,""width"":324,""height"":335}","{""labels"":""cat""}"
page_20_image_30.jpg,58641,"{}",1,0,"{""name"":""rect"",""x"":153,""y"":53,""width"":374,""height"":292}","{""labels"":""cat""}"
page_20_image_32.jpg,56667,"{}",1,0,"{""name"":""rect"",""x"":123,""y"":50,""width"":246,""height"":183}","{""labels"":""cat""}"
page_20_image_33.jpg,69492,"{}",1,0,"{""name"":""rect"",""x"":100,""y"":38,""width"":252,""height"":270}","{""labels"":""cat""}"
page_20_image_35.jpg,45627,"{}",1,0,"{""name"":""rect"",""x"":214,""y"":45,""width"":220,""height"":250}","{""labels"":""cat""}"
