file_name,file_path,labels,width,height,format_type,mapped_labels,image_description
cat.1049,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1049.jpg,cat,500,374,jpg,Кот,Изображение cat.1049 имеет разрешение 500x374.
cat.105,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.105.jpg,cat,215,174,jpg,Кот,Изображение cat.105 имеет разрешение 215x174.
cat.1050,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1050.jpg,cat,429,259,jpg,Кот,Изображение cat.1050 имеет разрешение 429x259.
cat.1051,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1051.jpg,cat,499,375,jpg,Кот,Изображение cat.1051 имеет разрешение 499x375.
cat.1052,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1052.jpg,cat,399,360,jpg,Кот,Изображение cat.1052 имеет разрешение 399x360.
cat.1053,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1053.jpg,cat,500,374,jpg,Кот,Изображение cat.1053 имеет разрешение 500x374.
cat.1054,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1054.jpg,cat,311,310,jpg,Кот,Изображение cat.1054 имеет разрешение 311x310.
cat.1055,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1055.jpg,cat,500,374,jpg,Кот,Изображение cat.1055 имеет разрешение 500x374.
cat.1056,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1056.jpg,cat,500,374,jpg,Кот,Изображение cat.1056 имеет разрешение 500x374.
cat.1057,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1057.jpg,cat,375,499,jpg,Кот,Изображение cat.1057 имеет разрешение 375x499.
cat.1058,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1058.jpg,cat,284,341,jpg,Кот,Изображение cat.1058 имеет разрешение 284x341.
cat.1059,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1059.jpg,cat,499,375,jpg,Кот,Изображение cat.1059 имеет разрешение 499x375.
cat.106,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.106.jpg,cat,400,374,jpg,Кот,Изображение cat.106 имеет разрешение 400x374.
cat.1060,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1060.jpg,cat,499,375,jpg,Кот,Изображение cat.1060 имеет разрешение 499x375.
cat.1061,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1061.jpg,cat,329,245,jpg,Кот,Изображение cat.1061 имеет разрешение 329x245.
cat.1062,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1062.jpg,cat,479,360,jpg,Кот,Изображение cat.1062 имеет разрешение 479x360.
cat.1063,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1063.jpg,cat,499,300,jpg,Кот,Изображение cat.1063 имеет разрешение 499x300.
cat.1064,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1064.jpg,cat,240,158,jpg,Кот,Изображение cat.1064 имеет разрешение 240x158.
cat.1065,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1065.jpg,cat,500,373,jpg,Кот,Изображение cat.1065 имеет разрешение 500x373.
cat.1066,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1066.jpg,cat,300,224,jpg,Кот,Изображение cat.1066 имеет разрешение 300x224.
cat.1067,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1067.jpg,cat,499,375,jpg,Кот,Изображение cat.1067 имеет разрешение 499x375.
cat.1068,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1068.jpg,cat,407,398,jpg,Кот,Изображение cat.1068 имеет разрешение 407x398.
cat.1069,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1069.jpg,cat,279,226,jpg,Кот,Изображение cat.1069 имеет разрешение 279x226.
cat.107,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.107.jpg,cat,499,350,jpg,Кот,Изображение cat.107 имеет разрешение 499x350.
cat.1070,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1070.jpg,cat,500,374,jpg,Кот,Изображение cat.1070 имеет разрешение 500x374.
cat.1071,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1071.jpg,cat,500,399,jpg,Кот,Изображение cat.1071 имеет разрешение 500x399.
cat.1072,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1072.jpg,cat,419,442,jpg,Кот,Изображение cat.1072 имеет разрешение 419x442.
cat.1073,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1073.jpg,cat,199,250,jpg,Кот,Изображение cat.1073 имеет разрешение 199x250.
cat.1074,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1074.jpg,cat,334,327,jpg,Кот,Изображение cat.1074 имеет разрешение 334x327.
cat.1075,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1075.jpg,cat,499,355,jpg,Кот,Изображение cat.1075 имеет разрешение 499x355.
cat.1076,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1076.jpg,cat,300,224,jpg,Кот,Изображение cat.1076 имеет разрешение 300x224.
cat.1077,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1077.jpg,cat,500,374,jpg,Кот,Изображение cat.1077 имеет разрешение 500x374.
cat.1078,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1078.jpg,cat,500,374,jpg,Кот,Изображение cat.1078 имеет разрешение 500x374.
cat.1079,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1079.jpg,cat,305,321,jpg,Кот,Изображение cat.1079 имеет разрешение 305x321.
cat.108,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.108.jpg,cat,499,332,jpg,Кот,Изображение cat.108 имеет разрешение 499x332.
cat.1080,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1080.jpg,cat,499,375,jpg,Кот,Изображение cat.1080 имеет разрешение 499x375.
cat.1081,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1081.jpg,cat,499,375,jpg,Кот,Изображение cat.1081 имеет разрешение 499x375.
cat.1082,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1082.jpg,cat,332,500,jpg,Кот,Изображение cat.1082 имеет разрешение 332x500.
cat.1083,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1083.jpg,cat,500,467,jpg,Кот,Изображение cat.1083 имеет разрешение 500x467.
cat.1084,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1084.jpg,cat,485,499,jpg,Кот,Изображение cat.1084 имеет разрешение 485x499.
cat.1085,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1085.jpg,cat,499,375,jpg,Кот,Изображение cat.1085 имеет разрешение 499x375.
cat.1086,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1086.jpg,cat,500,435,jpg,Кот,Изображение cat.1086 имеет разрешение 500x435.
cat.1087,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1087.jpg,cat,404,500,jpg,Кот,Изображение cat.1087 имеет разрешение 404x500.
cat.1088,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1088.jpg,cat,360,269,jpg,Кот,Изображение cat.1088 имеет разрешение 360x269.
cat.1089,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1089.jpg,cat,499,333,jpg,Кот,Изображение cat.1089 имеет разрешение 499x333.
cat.109,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.109.jpg,cat,500,374,jpg,Кот,Изображение cat.109 имеет разрешение 500x374.
cat.1090,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1090.jpg,cat,499,451,jpg,Кот,Изображение cat.1090 имеет разрешение 499x451.
cat.1091,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1091.jpg,cat,349,206,jpg,Кот,Изображение cat.1091 имеет разрешение 349x206.
cat.1092,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1092.jpg,cat,500,473,jpg,Кот,Изображение cat.1092 имеет разрешение 500x473.
cat.1093,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1093.jpg,cat,500,374,jpg,Кот,Изображение cat.1093 имеет разрешение 500x374.
cat.1094,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1094.jpg,cat,500,409,jpg,Кот,Изображение cat.1094 имеет разрешение 500x409.
cat.1095,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1095.jpg,cat,499,375,jpg,Кот,Изображение cat.1095 имеет разрешение 499x375.
cat.1096,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1096.jpg,cat,380,284,jpg,Кот,Изображение cat.1096 имеет разрешение 380x284.
cat.1097,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1097.jpg,cat,499,333,jpg,Кот,Изображение cat.1097 имеет разрешение 499x333.
cat.1098,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1098.jpg,cat,314,399,jpg,Кот,Изображение cat.1098 имеет разрешение 314x399.
cat.1099,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1099.jpg,cat,499,375,jpg,Кот,Изображение cat.1099 имеет разрешение 499x375.
cat.11,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.11.jpg,cat,431,410,jpg,Кот,Изображение cat.11 имеет разрешение 431x410.
cat.110,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.110.jpg,cat,374,500,jpg,Кот,Изображение cat.110 имеет разрешение 374x500.
cat.1100,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1100.jpg,cat,499,460,jpg,Кот,Изображение cat.1100 имеет разрешение 499x460.
cat.1101,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1101.jpg,cat,499,375,jpg,Кот,Изображение cat.1101 имеет разрешение 499x375.
cat.1102,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1102.jpg,cat,500,374,jpg,Кот,Изображение cat.1102 имеет разрешение 500x374.
cat.1103,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1103.jpg,cat,359,270,jpg,Кот,Изображение cat.1103 имеет разрешение 359x270.
cat.1104,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1104.jpg,cat,445,499,jpg,Кот,Изображение cat.1104 имеет разрешение 445x499.
cat.1105,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1105.jpg,cat,500,374,jpg,Кот,Изображение cat.1105 имеет разрешение 500x374.
cat.1106,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1106.jpg,cat,397,500,jpg,Кот,Изображение cat.1106 имеет разрешение 397x500.
cat.1107,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1107.jpg,cat,434,499,jpg,Кот,Изображение cat.1107 имеет разрешение 434x499.
cat.1108,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1108.jpg,cat,499,307,jpg,Кот,Изображение cat.1108 имеет разрешение 499x307.
cat.1109,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1109.jpg,cat,500,374,jpg,Кот,Изображение cat.1109 имеет разрешение 500x374.
cat.111,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.111.jpg,cat,299,356,jpg,Кот,Изображение cat.111 имеет разрешение 299x356.
cat.1110,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1110.jpg,cat,134,161,jpg,Кот,Изображение cat.1110 имеет разрешение 134x161.
cat.1111,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1111.jpg,cat,499,375,jpg,Кот,Изображение cat.1111 имеет разрешение 499x375.
cat.1112,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1112.jpg,cat,480,499,jpg,Кот,Изображение cat.1112 имеет разрешение 480x499.
cat.1113,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1113.jpg,cat,349,325,jpg,Кот,Изображение cat.1113 имеет разрешение 349x325.
cat.1114,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1114.jpg,cat,500,243,jpg,Кот,Изображение cat.1114 имеет разрешение 500x243.
cat.1115,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1115.jpg,cat,375,499,jpg,Кот,Изображение cat.1115 имеет разрешение 375x499.
cat.1116,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1116.jpg,cat,462,445,jpg,Кот,Изображение cat.1116 имеет разрешение 462x445.
cat.1117,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1117.jpg,cat,499,375,jpg,Кот,Изображение cat.1117 имеет разрешение 499x375.
cat.1118,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1118.jpg,cat,500,374,jpg,Кот,Изображение cat.1118 имеет разрешение 500x374.
cat.1119,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1119.jpg,cat,499,375,jpg,Кот,Изображение cat.1119 имеет разрешение 499x375.
cat.112,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.112.jpg,cat,500,374,jpg,Кот,Изображение cat.112 имеет разрешение 500x374.
cat.1120,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1120.jpg,cat,499,375,jpg,Кот,Изображение cat.1120 имеет разрешение 499x375.
cat.1121,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1121.jpg,cat,500,456,jpg,Кот,Изображение cat.1121 имеет разрешение 500x456.
cat.1122,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1122.jpg,cat,450,480,jpg,Кот,Изображение cat.1122 имеет разрешение 450x480.
cat.1123,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1123.jpg,cat,499,409,jpg,Кот,Изображение cat.1123 имеет разрешение 499x409.
cat.1124,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1124.jpg,cat,279,348,jpg,Кот,Изображение cat.1124 имеет разрешение 279x348.
cat.1125,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1125.jpg,cat,362,469,jpg,Кот,Изображение cat.1125 имеет разрешение 362x469.
cat.1126,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1126.jpg,cat,340,499,jpg,Кот,Изображение cat.1126 имеет разрешение 340x499.
cat.1127,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1127.jpg,cat,390,500,jpg,Кот,Изображение cat.1127 имеет разрешение 390x500.
cat.1128,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1128.jpg,cat,450,337,jpg,Кот,Изображение cat.1128 имеет разрешение 450x337.
cat.1129,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1129.jpg,cat,499,375,jpg,Кот,Изображение cat.1129 имеет разрешение 499x375.
cat.113,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.113.jpg,cat,409,308,jpg,Кот,Изображение cat.113 имеет разрешение 409x308.
cat.1130,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1130.jpg,cat,500,400,jpg,Кот,Изображение cat.1130 имеет разрешение 500x400.
cat.1131,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1131.jpg,cat,484,499,jpg,Кот,Изображение cat.1131 имеет разрешение 484x499.
cat.1132,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1132.jpg,cat,500,334,jpg,Кот,Изображение cat.1132 имеет разрешение 500x334.
cat.1133,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1133.jpg,cat,499,375,jpg,Кот,Изображение cat.1133 имеет разрешение 499x375.
cat.1134,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1134.jpg,cat,199,219,jpg,Кот,Изображение cat.1134 имеет разрешение 199x219.
cat.1135,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1135.jpg,cat,368,374,jpg,Кот,Изображение cat.1135 имеет разрешение 368x374.
cat.1136,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1136.jpg,cat,374,500,jpg,Кот,Изображение cat.1136 имеет разрешение 374x500.
cat.1137,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1137.jpg,cat,355,499,jpg,Кот,Изображение cat.1137 имеет разрешение 355x499.
cat.1138,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1138.jpg,cat,199,140,jpg,Кот,Изображение cat.1138 имеет разрешение 199x140.
cat.1139,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1139.jpg,cat,500,371,jpg,Кот,Изображение cat.1139 имеет разрешение 500x371.
cat.114,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.114.jpg,cat,350,261,jpg,Кот,Изображение cat.114 имеет разрешение 350x261.
cat.1140,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1140.jpg,cat,499,369,jpg,Кот,Изображение cat.1140 имеет разрешение 499x369.
cat.1141,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1141.jpg,cat,488,500,jpg,Кот,Изображение cat.1141 имеет разрешение 488x500.
cat.1142,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1142.jpg,cat,499,375,jpg,Кот,Изображение cat.1142 имеет разрешение 499x375.
cat.1143,c:\users\gdnjr5233_yolo\desktop\cats-dogs\train_set\cat.1143.jpg,cat,499,375,jpg,Кот,Изображение cat.1143 имеет разрешение 499x375.
